index,CountryCode,SeriesCode,DESCRIPTION,Unnamed: 3
274,AUS,SH.XPD.PCAP.PP.KD,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
275,AUS,SH.XPD.PRIV.ZS,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
276,AUS,SH.XPD.PUBL,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
277,AUS,SH.XPD.PUBL.GX.ZS,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
278,AUS,SH.XPD.PUBL.ZS,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
279,AUS,SH.XPD.TOTL.ZS,"About 30% of the expenditure in residential facilities for care of the aged has a health purpose, but this is difficult to estimate routinely and so is not included under health at present. Such health-purpose expenditure was about US$ 2.1 billion in 2005–06 or 0.2% of GDP. The data for 2007 corresponds to the fiscal year 2007–08 starting on 01 July 2007. All 2008 entries are estimates made by WHO unless otherwise specified.",
280,AUS,SM.POP.NETM,Data sources : United Nations World Population Prospects,
281,AUS,SM.POP.REFG,Data since 2007 are UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. Data prior to 2007 are UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 5-year period ending with the reporting year.,
282,AUS,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. For purposes of estimation, Australia, the Christmas Island, the Cocos (Keeling) Islands and Norfolk Island are considered to be a single entity.",
283,AUS,SP.ADO.TFRT,"Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
284,AUS,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
285,AUS,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
286,AUS,SP.DYN.CBRT.IN,Data sources : Australian Bureau of Statistics,
287,AUS,SP.DYN.CDRT.IN,Data sources : Australian Bureau of Statistics,
288,AUS,SP.DYN.LE00.FE.IN,Data sources : Australian Bureau of Statistics,
289,AUS,SP.DYN.LE00.IN,Derived using male and female life expectancy,
290,AUS,SP.DYN.LE00.MA.IN,Data sources : Australian Bureau of Statistics,
291,AUS,SP.DYN.TFRT.IN,Data sources : Australian Bureau of Statistics,
292,AUS,SP.DYN.TO65.FE.ZS,"Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
293,AUS,SP.DYN.TO65.MA.ZS,"Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
294,AUS,SP.POP.0014.TO.ZS,"Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
295,AUS,SP.POP.1564.TO.ZS,"Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
296,AUS,SP.POP.65UP.TO.ZS,"Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
297,AUS,SP.POP.GROW,Data sources: Australian Bureau of Statistics,
298,AUS,SP.POP.TOTL,Data sources : Australian Bureau of Statistics,
299,AUS,SP.POP.TOTL.FE.ZS,"Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
300,AUT,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
301,AUT,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
302,AUT,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
303,AUT,IT.CEL.SETS,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
304,AUT,IT.CEL.SETS.P2,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
305,AUT,IT.MLT.MAIN,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
306,AUT,IT.MLT.MAIN.P2,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
307,AUT,IT.NET.BBND,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
308,AUT,IT.NET.BBND.P2,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
309,AUT,IT.NET.USER.ZS,Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,
310,AUT,PA.NUS.FCRF,Data are reported in Austrian schillings.,
311,AUT,SG.NOD.CONS,There is no nondiscrimination provision.,
312,AUT,SM.POP.NETM,Data sources : United Nations World Population Prospects,
313,AUT,SM.POP.REFG,UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.,
314,AUT,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
315,AUT,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
316,AUT,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
317,AUT,SP.DYN.CBRT.IN,Data sources : Eurostat,
318,AUT,SP.DYN.CDRT.IN,Data sources : Eurostat,
319,AUT,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistik Austria",
320,AUT,SP.DYN.LE00.IN,Derived using male and female life expectancy,
321,AUT,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistik Austria",
322,AUT,SP.DYN.TFRT.IN,Data sources : Eurostat,
323,AUT,SP.POP.GROW,Data sources : Eurostat,
324,AUT,SP.POP.TOTL,Data sources : Eurostat,
325,AUT,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
326,AUT,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
327,AUT,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
328,AUT,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
329,AUT,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
330,AUT,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
331,AUT,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
332,AUT,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
333,AUT,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
334,AUT,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
335,AUT,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
336,AUT,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
337,AUT,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
338,AUT,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
339,AUT,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
340,AUT,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
341,AUT,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
342,AUT,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
343,AUT,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
344,AUT,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
345,AUT,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
346,AUT,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
347,AUT,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
348,AUT,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
349,AZE,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2015 is based on data from the BIS.,
